transaction_id,customer_id,transaction_date,transaction_time,account_type,payment_method,direction,amount,balance_after,narration,merchant_name,merchant_city,merchant_country,transaction_datetime,year,month,day,hour,weekday,month_name,clean_narration,clean_merchant_name,is_debit,is_credit,transaction_type,time_period
TX0501057,CUST0003_SEASONAL,2024-05-28,10:31:00,Courant,Virement,Debit,222.54,0.0,TRANSPORT,Careem,Oujda,MA,2024-05-28 10:31:00,2024,5,28,10,Tuesday,May,TRANSPORT,CAREEM,1,0,Dépense,Matin
TX0501058,CUST0003_SEASONAL,2024-05-28,10:58:00,Courant,Virement,Debit,88.06,0.0,TRANSPORT,Shell,Marrakech,MA,2024-05-28 10:58:00,2024,5,28,10,Tuesday,May,TRANSPORT,SHELL,1,0,Dépense,Matin
TX0501059,CUST0003_SEASONAL,2024-05-28,10:27:00,Courant,Virement,Debit,195.84,0.0,CARBURANT,ATM,Meknès,MA,2024-05-28 10:27:00,2024,5,28,10,Tuesday,May,CARBURANT,ATM,1,0,Dépense,Matin
TX0501060,CUST0003_SEASONAL,2024-05-28,14:31:00,Courant,Wallet,Debit,152.34,0.0,RETRAIT ATM,Carrefour,Oujda,MA,2024-05-28 14:31:00,2024,5,28,14,Tuesday,May,RETRAIT ATM,CARREFOUR,1,0,Dépense,Après-midi
TX0501061,CUST0003_SEASONAL,2024-05-29,08:33:00,Courant,Espèces,Debit,231.22,0.0,RETRAIT ATM,ATM,Fès,MA,2024-05-29 08:33:00,2024,5,29,8,Wednesday,May,RETRAIT ATM,ATM,1,0,Dépense,Matin
TX0501062,CUST0003_SEASONAL,2024-05-29,16:34:00,Courant,Espèces,Debit,78.23,0.0,TRANSPORT,ATM,Agadir,MA,2024-05-29 16:34:00,2024,5,29,16,Wednesday,May,TRANSPORT,ATM,1,0,Dépense,Après-midi
TX0501063,CUST0003_SEASONAL,2024-05-29,10:00:00,Courant,Carte,Debit,44.03,0.0,TRANSPORT,Careem,Rabat,MA,2024-05-29 10:00:00,2024,5,29,10,Wednesday,May,TRANSPORT,CAREEM,1,0,Dépense,Matin
TX0501064,CUST0003_SEASONAL,2024-05-30,11:02:00,Courant,Virement instantané,Debit,188.4,0.0,CARBURANT,Shell,Marrakech,MA,2024-05-30 11:02:00,2024,5,30,11,Thursday,May,CARBURANT,SHELL,1,0,Dépense,Matin
TX0501065,CUST0003_SEASONAL,2024-05-30,11:08:00,Courant,Virement,Debit,148.22,0.0,ACHAT SUPERMARCHE,BIM,Casablanca,MA,2024-05-30 11:08:00,2024,5,30,11,Thursday,May,ACHAT SUPERMARCHE,BIM,1,0,Dépense,Matin
TX0501066,CUST0003_SEASONAL,2024-05-30,10:18:00,Courant,ATM,Debit,135.33,0.0,ACHAT SUPERMARCHE,BIM,Rabat,MA,2024-05-30 10:18:00,2024,5,30,10,Thursday,May,ACHAT SUPERMARCHE,BIM,1,0,Dépense,Matin
TX0501067,CUST0003_SEASONAL,2024-05-31,19:48:00,Courant,Virement,Debit,204.08,0.0,CARBURANT,Shell,Agadir,MA,2024-05-31 19:48:00,2024,5,31,19,Friday,May,CARBURANT,SHELL,1,0,Dépense,Soir
TX0501068,CUST0003_SEASONAL,2024-05-31,19:15:00,Courant,Wallet,Debit,71.13,0.0,ACHAT SUPERMARCHE,BIM,Rabat,MA,2024-05-31 19:15:00,2024,5,31,19,Friday,May,ACHAT SUPERMARCHE,BIM,1,0,Dépense,Soir
TX0501069,CUST0003_SEASONAL,2024-05-31,08:35:00,Courant,Carte,Debit,120.56,0.0,RETRAIT ATM,BIM,Fès,MA,2024-05-31 08:35:00,2024,5,31,8,Friday,May,RETRAIT ATM,BIM,1,0,Dépense,Matin
TX0501070,CUST0003_SEASONAL,2024-06-01,11:45:00,Salaire,Virement instantané,Credit,17282.0,-16345.82,virement employeur,Salaire,Rabat,MA,2024-06-01 11:45:00,2024,6,1,11,Saturday,June,VIREMENT EMPLOYEUR,SALAIRE,0,1,Revenu,Matin
TX0501072,CUST0003_SEASONAL,2024-06-01,11:45:00,Courant,Carte,Debit,162.74,0.0,RETRAIT ATM,ATM,Oujda,MA,2024-06-01 11:45:00,2024,6,1,11,Saturday,June,RETRAIT ATM,ATM,1,0,Dépense,Matin
TX0501072,CUST0003_SEASONAL,2024-06-01,12:00:00,Courant,Carte,Debit,81.44,0.0,TRANSPORT,ATM,Rabat,MA,2024-06-01 12:00:00,2024,6,1,12,Saturday,June,TRANSPORT,ATM,1,0,Dépense,Après-midi
TX0501073,CUST0003_SEASONAL,2024-06-02,15:15:00,Courant,ATM,Debit,112.99,0.0,ACHAT SUPERMARCHE,Pharmacie,Agadir,MA,2024-06-02 15:15:00,2024,6,2,15,Sunday,June,ACHAT SUPERMARCHE,PHARMACIE,1,0,Dépense,Après-midi
TX0501074,CUST0003_SEASONAL,2024-06-02,13:33:00,Courant,Virement,Debit,190.07,0.0,TRANSPORT,Careem,Casablanca,MA,2024-06-02 13:33:00,2024,6,2,13,Sunday,June,TRANSPORT,CAREEM,1,0,Dépense,Après-midi
TX0501075,CUST0003_SEASONAL,2024-06-02,17:30:00,Courant,Virement instantané,Debit,46.54,0.0,ACHAT SUPERMARCHE,Careem,Rabat,MA,2024-06-02 17:30:00,2024,6,2,17,Sunday,June,ACHAT SUPERMARCHE,CAREEM,1,0,Dépense,Après-midi
TX0501076,CUST0003_SEASONAL,2024-06-03,17:22:00,Courant,Virement instantané,Debit,82.98,0.0,ACHAT EPICERIE,Pharmacie,Agadir,MA,2024-06-03 17:22:00,2024,6,3,17,Monday,June,ACHAT EPICERIE,PHARMACIE,1,0,Dépense,Après-midi
TX0501077,CUST0003_SEASONAL,2024-06-03,11:14:00,Courant,ATM,Debit,117.38,0.0,ACHAT SUPERMARCHE,Carrefour,Tanger,MA,2024-06-03 11:14:00,2024,6,3,11,Monday,June,ACHAT SUPERMARCHE,CARREFOUR,1,0,Dépense,Matin
TX0501078,CUST0003_SEASONAL,2024-06-03,09:30:00,Courant,Wallet,Debit,32.05,0.0,ACHAT EPICERIE,Carrefour,Rabat,MA,2024-06-03 09:30:00,2024,6,3,9,Monday,June,ACHAT EPICERIE,CARREFOUR,1,0,Dépense,Matin
TX0501079,CUST0003_SEASONAL,2024-06-04,11:51:00,Courant,Carte,Debit,81.97,0.0,RETRAIT ATM,Pharmacie,Oujda,MA,2024-06-04 11:51:00,2024,6,4,11,Tuesday,June,RETRAIT ATM,PHARMACIE,1,0,Dépense,Matin
TX0501080,CUST0003_SEASONAL,2024-06-04,19:46:00,Courant,Espèces,Debit,85.29,0.0,CARBURANT,Shell,Agadir,MA,2024-06-04 19:46:00,2024,6,4,19,Tuesday,June,CARBURANT,SHELL,1,0,Dépense,Soir
TX0501081,CUST0003_SEASONAL,2024-06-04,09:14:00,Courant,Espèces,Debit,114.25,0.0,ACHAT EPICERIE,ATM,Meknès,MA,2024-06-04 09:14:00,2024,6,4,9,Tuesday,June,ACHAT EPICERIE,ATM,1,0,Dépense,Matin
TX0501082,CUST0003_SEASONAL,2024-06-05,10:10:00,Courant,ATM,Debit,195.27,0.0,CARBURANT,BIM,Fès,MA,2024-06-05 10:10:00,2024,6,5,10,Wednesday,June,CARBURANT,BIM,1,0,Dépense,Matin
TX0501083,CUST0003_SEASONAL,2024-06-06,16:15:00,Courant,Espèces,Debit,223.12,0.0,CARBURANT,Careem,Rabat,MA,2024-06-06 16:15:00,2024,6,6,16,Thursday,June,CARBURANT,CAREEM,1,0,Dépense,Après-midi
TX0501084,CUST0003_SEASONAL,2024-06-06,16:40:00,Courant,ATM,Debit,65.42,0.0,ACHAT SUPERMARCHE,ATM,Oujda,MA,2024-06-06 16:40:00,2024,6,6,16,Thursday,June,ACHAT SUPERMARCHE,ATM,1,0,Dépense,Après-midi
TX0501085,CUST0003_SEASONAL,2024-06-07,14:34:00,Courant,Carte,Debit,150.87,0.0,ACHAT EPICERIE,Shell,Oujda,MA,2024-06-07 14:34:00,2024,6,7,14,Friday,June,ACHAT EPICERIE,SHELL,1,0,Dépense,Après-midi
TX0501086,CUST0003_SEASONAL,2024-06-07,15:54:00,Courant,Carte,Debit,30.84,0.0,RETRAIT ATM,Pharmacie,Oujda,MA,2024-06-07 15:54:00,2024,6,7,15,Friday,June,RETRAIT ATM,PHARMACIE,1,0,Dépense,Après-midi
TX0501087,CUST0003_SEASONAL,2024-06-07,19:04:00,Courant,Carte,Debit,63.27,0.0,ACHAT SUPERMARCHE,ATM,Meknès,MA,2024-06-07 19:04:00,2024,6,7,19,Friday,June,ACHAT SUPERMARCHE,ATM,1,0,Dépense,Soir
TX0501088,CUST0003_SEASONAL,2024-06-08,11:50:00,Courant,ATM,Debit,148.12,0.0,CARBURANT,Pharmacie,Marrakech,MA,2024-06-08 11:50:00,2024,6,8,11,Saturday,June,CARBURANT,PHARMACIE,1,0,Dépense,Matin
TX0501089,CUST0003_SEASONAL,2024-06-09,13:52:00,Courant,Virement,Debit,62.42,0.0,RETRAIT ATM,ATM,Agadir,MA,2024-06-09 13:52:00,2024,6,9,13,Sunday,June,RETRAIT ATM,ATM,1,0,Dépense,Après-midi
TX0501090,CUST0003_SEASONAL,2024-06-09,19:06:00,Courant,Wallet,Debit,175.54,0.0,ACHAT SUPERMARCHE,Shell,Meknès,MA,2024-06-09 19:06:00,2024,6,9,19,Sunday,June,ACHAT SUPERMARCHE,SHELL,1,0,Dépense,Soir
TX0501091,CUST0003_SEASONAL,2024-06-10,19:37:00,Courant,Virement,Debit,214.97,0.0,CARBURANT,Careem,Marrakech,MA,2024-06-10 19:37:00,2024,6,10,19,Monday,June,CARBURANT,CAREEM,1,0,Dépense,Soir
TX0501092,CUST0003_SEASONAL,2024-06-10,11:49:00,Courant,Espèces,Debit,37.05,0.0,ACHAT SUPERMARCHE,ATM,Agadir,MA,2024-06-10 11:49:00,2024,6,10,11,Monday,June,ACHAT SUPERMARCHE,ATM,1,0,Dépense,Matin
TX0501093,CUST0003_SEASONAL,2024-06-11,18:52:00,Courant,Virement instantané,Debit,106.99,0.0,ACHAT SUPERMARCHE,Careem,Meknès,MA,2024-06-11 18:52:00,2024,6,11,18,Tuesday,June,ACHAT SUPERMARCHE,CAREEM,1,0,Dépense,Soir
TX0501094,CUST0003_SEASONAL,2024-06-12,11:24:00,Courant,ATM,Debit,194.01,0.0,CARBURANT,Shell,Meknès,MA,2024-06-12 11:24:00,2024,6,12,11,Wednesday,June,CARBURANT,SHELL,1,0,Dépense,Matin
TX0501095,CUST0003_SEASONAL,2024-06-12,20:32:00,Courant,Espèces,Debit,134.25,0.0,TRANSPORT,Pharmacie,Oujda,MA,2024-06-12 20:32:00,2024,6,12,20,Wednesday,June,TRANSPORT,PHARMACIE,1,0,Dépense,Soir
TX0501096,CUST0003_SEASONAL,2024-06-13,18:46:00,Courant,Carte,Debit,132.53,0.0,ACHAT SUPERMARCHE,ATM,Marrakech,MA,2024-06-13 18:46:00,2024,6,13,18,Thursday,June,ACHAT SUPERMARCHE,ATM,1,0,Dépense,Soir
TX0501097,CUST0003_SEASONAL,2024-06-13,19:22:00,Courant,Wallet,Debit,236.06,0.0,CARBURANT,Shell,Tanger,MA,2024-06-13 19:22:00,2024,6,13,19,Thursday,June,CARBURANT,SHELL,1,0,Dépense,Soir
TX0501098,CUST0004_SEASONAL,2024-01-01,17:19:00,Salaire,Virement instantané,Credit,12956.0,29453.0,virement employeur,Salaire,Rabat,MA,2024-01-01 17:19:00,2024,1,1,17,Monday,January,VIREMENT EMPLOYEUR,SALAIRE,0,1,Revenu,Après-midi
TX0501100,CUST0004_SEASONAL,2024-01-01,17:19:00,Courant,Virement,Debit,182.35,29270.65,ACHAT EPICERIE,Pharmacie,Fès,MA,2024-01-01 17:19:00,2024,1,1,17,Monday,January,ACHAT EPICERIE,PHARMACIE,1,0,Dépense,Après-midi
TX0501100,CUST0004_SEASONAL,2024-01-02,15:14:00,Courant,Virement,Debit,30.68,29239.96,RETRAIT ATM,Pharmacie,Rabat,MA,2024-01-02 15:14:00,2024,1,2,15,Tuesday,January,RETRAIT ATM,PHARMACIE,1,0,Dépense,Après-midi
TX0501101,CUST0004_SEASONAL,2024-01-02,16:17:00,Courant,Virement instantané,Debit,80.9,29159.06,ACHAT SUPERMARCHE,Carrefour,Tanger,MA,2024-01-02 16:17:00,2024,1,2,16,Tuesday,January,ACHAT SUPERMARCHE,CARREFOUR,1,0,Dépense,Après-midi
TX0501102,CUST0004_SEASONAL,2024-01-03,13:32:00,Courant,ATM,Debit,36.8,29122.26,RETRAIT ATM,Careem,Casablanca,MA,2024-01-03 13:32:00,2024,1,3,13,Wednesday,January,RETRAIT ATM,CAREEM,1,0,Dépense,Après-midi
TX0501103,CUST0004_SEASONAL,2024-01-03,13:10:00,Courant,Wallet,Debit,36.0,29086.26,ACHAT SUPERMARCHE,ATM,Meknès,MA,2024-01-03 13:10:00,2024,1,3,13,Wednesday,January,ACHAT SUPERMARCHE,ATM,1,0,Dépense,Après-midi
TX0501104,CUST0004_SEASONAL,2024-01-04,16:36:00,Courant,Wallet,Debit,64.84,29021.41,TRANSPORT,ATM,Agadir,MA,2024-01-04 16:36:00,2024,1,4,16,Thursday,January,TRANSPORT,ATM,1,0,Dépense,Après-midi
TX0501105,CUST0004_SEASONAL,2024-01-04,19:35:00,Courant,ATM,Debit,208.67,28812.75,ACHAT EPICERIE,Carrefour,Tanger,MA,2024-01-04 19:35:00,2024,1,4,19,Thursday,January,ACHAT EPICERIE,CARREFOUR,1,0,Dépense,Soir
TX0501106,CUST0004_SEASONAL,2024-01-05,09:42:00,Courant,Espèces,Debit,223.12,28589.62,RETRAIT ATM,BIM,Tanger,MA,2024-01-05 09:42:00,2024,1,5,9,Friday,January,RETRAIT ATM,BIM,1,0,Dépense,Matin
TX0501107,CUST0004_SEASONAL,2024-01-05,14:23:00,Courant,Carte,Debit,38.23,28551.39,RETRAIT ATM,Pharmacie,Casablanca,MA,2024-01-05 14:23:00,2024,1,5,14,Friday,January,RETRAIT ATM,PHARMACIE,1,0,Dépense,Après-midi
TX0501108,CUST0004_SEASONAL,2024-01-05,19:31:00,Courant,ATM,Debit,144.83,28406.55,ACHAT SUPERMARCHE,Pharmacie,Tanger,MA,2024-01-05 19:31:00,2024,1,5,19,Friday,January,ACHAT SUPERMARCHE,PHARMACIE,1,0,Dépense,Soir
TX0501109,CUST0004_SEASONAL,2024-01-06,15:24:00,Courant,Wallet,Debit,148.79,28257.76,CARBURANT,BIM,Oujda,MA,2024-01-06 15:24:00,2024,1,6,15,Saturday,January,CARBURANT,BIM,1,0,Dépense,Après-midi
TX0501110,CUST0004_SEASONAL,2024-01-06,10:26:00,Courant,Virement instantané,Debit,161.11,28096.65,ACHAT EPICERIE,BIM,Agadir,MA,2024-01-06 10:26:00,2024,1,6,10,Saturday,January,ACHAT EPICERIE,BIM,1,0,Dépense,Matin
TX0501111,CUST0004_SEASONAL,2024-01-06,16:55:00,Courant,Carte,Debit,140.89,27955.76,TRANSPORT,BIM,Fès,MA,2024-01-06 16:55:00,2024,1,6,16,Saturday,January,TRANSPORT,BIM,1,0,Dépense,Après-midi
TX0501112,CUST0004_SEASONAL,2024-01-06,16:23:00,Courant,Carte,Debit,198.41,27757.35,TRANSPORT,BIM,Fès,MA,2024-01-06 16:23:00,2024,1,6,16,Saturday,January,TRANSPORT,BIM,1,0,Dépense,Après-midi
TX0501113,CUST0004_SEASONAL,2024-01-07,18:08:00,Courant,Virement instantané,Debit,87.1,27670.25,CARBURANT,Carrefour,Fès,MA,2024-01-07 18:08:00,2024,1,7,18,Sunday,January,CARBURANT,CARREFOUR,1,0,Dépense,Soir
TX0501114,CUST0004_SEASONAL,2024-01-07,20:40:00,Courant,ATM,Debit,200.28,27469.96,RETRAIT ATM,Pharmacie,Tanger,MA,2024-01-07 20:40:00,2024,1,7,20,Sunday,January,RETRAIT ATM,PHARMACIE,1,0,Dépense,Soir
TX0501115,CUST0004_SEASONAL,2024-01-08,08:32:00,Courant,Espèces,Debit,97.7,27372.26,CARBURANT,Shell,Meknès,MA,2024-01-08 08:32:00,2024,1,8,8,Monday,January,CARBURANT,SHELL,1,0,Dépense,Matin
TX0501116,CUST0004_SEASONAL,2024-01-08,12:45:00,Courant,Carte,Debit,61.58,27310.68,ACHAT EPICERIE,Careem,Casablanca,MA,2024-01-08 12:45:00,2024,1,8,12,Monday,January,ACHAT EPICERIE,CAREEM,1,0,Dépense,Après-midi
TX0501117,CUST0004_SEASONAL,2024-01-09,18:09:00,Courant,Carte,Debit,215.44,27095.24,TRANSPORT,Careem,Oujda,MA,2024-01-09 18:09:00,2024,1,9,18,Tuesday,January,TRANSPORT,CAREEM,1,0,Dépense,Soir
TX0501118,CUST0004_SEASONAL,2024-01-10,10:58:00,Courant,Espèces,Debit,134.84,26960.4,RETRAIT ATM,Shell,Marrakech,MA,2024-01-10 10:58:00,2024,1,10,10,Wednesday,January,RETRAIT ATM,SHELL,1,0,Dépense,Matin
TX0501119,CUST0004_SEASONAL,2024-01-10,17:07:00,Courant,Carte,Debit,215.81,26744.59,RETRAIT ATM,ATM,Marrakech,MA,2024-01-10 17:07:00,2024,1,10,17,Wednesday,January,RETRAIT ATM,ATM,1,0,Dépense,Après-midi
TX0501120,CUST0004_SEASONAL,2024-01-10,12:30:00,Courant,Virement,Debit,53.68,26690.91,ACHAT SUPERMARCHE,Pharmacie,Casablanca,MA,2024-01-10 12:30:00,2024,1,10,12,Wednesday,January,ACHAT SUPERMARCHE,PHARMACIE,1,0,Dépense,Après-midi
TX0501121,CUST0004_SEASONAL,2024-01-11,20:08:00,Courant,Virement,Debit,241.72,26449.19,ACHAT SUPERMARCHE,ATM,Tanger,MA,2024-01-11 20:08:00,2024,1,11,20,Thursday,January,ACHAT SUPERMARCHE,ATM,1,0,Dépense,Soir
TX0501122,CUST0004_SEASONAL,2024-01-11,09:15:00,Courant,Virement,Debit,138.35,26310.84,ACHAT SUPERMARCHE,Shell,Oujda,MA,2024-01-11 09:15:00,2024,1,11,9,Thursday,January,ACHAT SUPERMARCHE,SHELL,1,0,Dépense,Matin
TX0501123,CUST0004_SEASONAL,2024-01-11,20:21:00,Courant,Espèces,Debit,158.82,26152.02,CARBURANT,Pharmacie,Fès,MA,2024-01-11 20:21:00,2024,1,11,20,Thursday,January,CARBURANT,PHARMACIE,1,0,Dépense,Soir
TX0501124,CUST0004_SEASONAL,2024-01-12,19:19:00,Courant,Carte,Debit,94.33,26057.69,RETRAIT ATM,Carrefour,Casablanca,MA,2024-01-12 19:19:00,2024,1,12,19,Friday,January,RETRAIT ATM,CARREFOUR,1,0,Dépense,Soir
TX0501125,CUST0004_SEASONAL,2024-01-12,08:20:00,Courant,Virement instantané,Debit,124.62,25933.06,RETRAIT ATM,ATM,Meknès,MA,2024-01-12 08:20:00,2024,1,12,8,Friday,January,RETRAIT ATM,ATM,1,0,Dépense,Matin
TX0501126,CUST0004_SEASONAL,2024-01-12,12:13:00,Courant,Wallet,Debit,114.53,25818.54,ACHAT EPICERIE,Careem,Tanger,MA,2024-01-12 12:13:00,2024,1,12,12,Friday,January,ACHAT EPICERIE,CAREEM,1,0,Dépense,Après-midi
TX0501127,CUST0004_SEASONAL,2024-01-13,20:37:00,Courant,Virement,Debit,124.69,25693.85,CARBURANT,BIM,Oujda,MA,2024-01-13 20:37:00,2024,1,13,20,Saturday,January,CARBURANT,BIM,1,0,Dépense,Soir
TX0501128,CUST0004_SEASONAL,2024-01-13,17:57:00,Courant,Virement,Debit,131.67,25562.18,ACHAT SUPERMARCHE,ATM,Fès,MA,2024-01-13 17:57:00,2024,1,13,17,Saturday,January,ACHAT SUPERMARCHE,ATM,1,0,Dépense,Après-midi
TX0501129,CUST0004_SEASONAL,2024-01-14,12:26:00,Courant,ATM,Debit,222.42,25339.77,RETRAIT ATM,Carrefour,Oujda,MA,2024-01-14 12:26:00,2024,1,14,12,Sunday,January,RETRAIT ATM,CARREFOUR,1,0,Dépense,Après-midi
TX0501130,CUST0004_SEASONAL,2024-01-14,09:15:00,Courant,Espèces,Debit,78.86,25260.9,ACHAT SUPERMARCHE,Careem,Tanger,MA,2024-01-14 09:15:00,2024,1,14,9,Sunday,January,ACHAT SUPERMARCHE,CAREEM,1,0,Dépense,Matin
TX0501131,CUST0004_SEASONAL,2024-01-15,20:19:00,Courant,Wallet,Debit,198.03,25062.87,RETRAIT ATM,BIM,Fès,MA,2024-01-15 20:19:00,2024,1,15,20,Monday,January,RETRAIT ATM,BIM,1,0,Dépense,Soir
TX0501132,CUST0004_SEASONAL,2024-01-15,16:43:00,Courant,ATM,Debit,180.24,24882.63,RETRAIT ATM,Pharmacie,Rabat,MA,2024-01-15 16:43:00,2024,1,15,16,Monday,January,RETRAIT ATM,PHARMACIE,1,0,Dépense,Après-midi
TX0501133,CUST0004_SEASONAL,2024-01-16,09:29:00,Courant,Wallet,Debit,84.76,24797.87,ACHAT EPICERIE,BIM,Casablanca,MA,2024-01-16 09:29:00,2024,1,16,9,Tuesday,January,ACHAT EPICERIE,BIM,1,0,Dépense,Matin
TX0501134,CUST0004_SEASONAL,2024-01-17,15:07:00,Courant,Wallet,Debit,246.26,24551.61,ACHAT EPICERIE,Carrefour,Rabat,MA,2024-01-17 15:07:00,2024,1,17,15,Wednesday,January,ACHAT EPICERIE,CARREFOUR,1,0,Dépense,Après-midi
TX0501135,CUST0004_SEASONAL,2024-01-17,08:16:00,Courant,Espèces,Debit,98.18,24453.43,RETRAIT ATM,Pharmacie,Marrakech,MA,2024-01-17 08:16:00,2024,1,17,8,Wednesday,January,RETRAIT ATM,PHARMACIE,1,0,Dépense,Matin
TX0501136,CUST0004_SEASONAL,2024-01-17,18:49:00,Courant,Virement,Debit,245.15,24208.28,ACHAT SUPERMARCHE,ATM,Agadir,MA,2024-01-17 18:49:00,2024,1,17,18,Wednesday,January,ACHAT SUPERMARCHE,ATM,1,0,Dépense,Soir
TX0501137,CUST0004_SEASONAL,2024-01-18,09:53:00,Courant,ATM,Debit,191.55,24016.73,ACHAT SUPERMARCHE,Pharmacie,Meknès,MA,2024-01-18 09:53:00,2024,1,18,9,Thursday,January,ACHAT SUPERMARCHE,PHARMACIE,1,0,Dépense,Matin
TX0501138,CUST0004_SEASONAL,2024-01-18,20:38:00,Courant,Espèces,Debit,81.34,23935.39,TRANSPORT,Carrefour,Tanger,MA,2024-01-18 20:38:00,2024,1,18,20,Thursday,January,TRANSPORT,CARREFOUR,1,0,Dépense,Soir
TX0501139,CUST0004_SEASONAL,2024-01-18,12:18:00,Courant,Espèces,Debit,37.79,23897.6,TRANSPORT,Carrefour,Casablanca,MA,2024-01-18 12:18:00,2024,1,18,12,Thursday,January,TRANSPORT,CARREFOUR,1,0,Dépense,Après-midi
TX0501140,CUST0004_SEASONAL,2024-01-19,16:44:00,Courant,Carte,Debit,90.59,23807.01,ACHAT SUPERMARCHE,BIM,Casablanca,MA,2024-01-19 16:44:00,2024,1,19,16,Friday,January,ACHAT SUPERMARCHE,BIM,1,0,Dépense,Après-midi
TX0501141,CUST0004_SEASONAL,2024-01-19,18:53:00,Courant,Virement instantané,Debit,171.99,23635.02,CARBURANT,Shell,Meknès,MA,2024-01-19 18:53:00,2024,1,19,18,Friday,January,CARBURANT,SHELL,1,0,Dépense,Soir
TX0501142,CUST0004_SEASONAL,2024-01-20,16:45:00,Courant,Virement,Debit,46.53,23588.49,RETRAIT ATM,BIM,Marrakech,MA,2024-01-20 16:45:00,2024,1,20,16,Saturday,January,RETRAIT ATM,BIM,1,0,Dépense,Après-midi
TX0501143,CUST0004_SEASONAL,2024-01-20,11:36:00,Courant,Carte,Debit,200.97,23387.52,ACHAT SUPERMARCHE,Pharmacie,Agadir,MA,2024-01-20 11:36:00,2024,1,20,11,Saturday,January,ACHAT SUPERMARCHE,PHARMACIE,1,0,Dépense,Matin
TX0501144,CUST0004_SEASONAL,2024-01-21,09:50:00,Courant,Espèces,Debit,114.06,23273.45,TRANSPORT,Careem,Tanger,MA,2024-01-21 09:50:00,2024,1,21,9,Sunday,January,TRANSPORT,CAREEM,1,0,Dépense,Matin
TX0501145,CUST0004_SEASONAL,2024-01-21,18:11:00,Courant,ATM,Debit,48.14,23225.32,ACHAT EPICERIE,Pharmacie,Tanger,MA,2024-01-21 18:11:00,2024,1,21,18,Sunday,January,ACHAT EPICERIE,PHARMACIE,1,0,Dépense,Soir
TX0501146,CUST0004_SEASONAL,2024-01-21,13:14:00,Courant,Carte,Debit,228.69,22996.63,CARBURANT,BIM,Oujda,MA,2024-01-21 13:14:00,2024,1,21,13,Sunday,January,CARBURANT,BIM,1,0,Dépense,Après-midi
TX0501147,CUST0004_SEASONAL,2024-01-21,15:48:00,Courant,Carte,Debit,193.53,22803.09,ACHAT SUPERMARCHE,Pharmacie,Meknès,MA,2024-01-21 15:48:00,2024,1,21,15,Sunday,January,ACHAT SUPERMARCHE,PHARMACIE,1,0,Dépense,Après-midi
TX0501148,CUST0004_SEASONAL,2024-01-22,16:00:00,Courant,Virement,Debit,56.03,22747.07,TRANSPORT,Shell,Agadir,MA,2024-01-22 16:00:00,2024,1,22,16,Monday,January,TRANSPORT,SHELL,1,0,Dépense,Après-midi
TX0501149,CUST0004_SEASONAL,2024-01-22,09:03:00,Courant,Virement,Debit,129.76,22617.31,ACHAT EPICERIE,Shell,Meknès,MA,2024-01-22 09:03:00,2024,1,22,9,Monday,January,ACHAT EPICERIE,SHELL,1,0,Dépense,Matin
TX0501150,CUST0004_SEASONAL,2024-01-22,15:16:00,Courant,ATM,Debit,202.86,22414.45,ACHAT SUPERMARCHE,BIM,Fès,MA,2024-01-22 15:16:00,2024,1,22,15,Monday,January,ACHAT SUPERMARCHE,BIM,1,0,Dépense,Après-midi
TX0501151,CUST0004_SEASONAL,2024-01-23,18:03:00,Courant,ATM,Debit,73.13,22341.31,ACHAT EPICERIE,BIM,Marrakech,MA,2024-01-23 18:03:00,2024,1,23,18,Tuesday,January,ACHAT EPICERIE,BIM,1,0,Dépense,Soir
TX0501152,CUST0004_SEASONAL,2024-01-24,10:29:00,Courant,Virement instantané,Debit,40.71,22300.6,TRANSPORT,Carrefour,Marrakech,MA,2024-01-24 10:29:00,2024,1,24,10,Wednesday,January,TRANSPORT,CARREFOUR,1,0,Dépense,Matin
TX0501153,CUST0004_SEASONAL,2024-01-24,11:54:00,Courant,Wallet,Debit,122.93,22177.67,CARBURANT,BIM,Oujda,MA,2024-01-24 11:54:00,2024,1,24,11,Wednesday,January,CARBURANT,BIM,1,0,Dépense,Matin
TX0501154,CUST0004_SEASONAL,2024-01-25,18:40:00,Courant,Wallet,Debit,214.63,21963.04,CARBURANT,Careem,Oujda,MA,2024-01-25 18:40:00,2024,1,25,18,Thursday,January,CARBURANT,CAREEM,1,0,Dépense,Soir
TX0501155,CUST0004_SEASONAL,2024-01-25,08:37:00,Courant,Carte,Debit,39.33,21923.72,ACHAT EPICERIE,Pharmacie,Meknès,MA,2024-01-25 08:37:00,2024,1,25,8,Thursday,January,ACHAT EPICERIE,PHARMACIE,1,0,Dépense,Matin
TX0501156,CUST0004_SEASONAL,2024-01-26,19:57:00,Courant,Virement instantané,Debit,170.28,21753.44,ACHAT SUPERMARCHE,BIM,Tanger,MA,2024-01-26 19:57:00,2024,1,26,19,Friday,January,ACHAT SUPERMARCHE,BIM,1,0,Dépense,Soir
TX0501157,CUST0004_SEASONAL,2024-01-27,08:48:00,Courant,Carte,Debit,86.81,21666.63,ACHAT SUPERMARCHE,Careem,Rabat,MA,2024-01-27 08:48:00,2024,1,27,8,Saturday,January,ACHAT SUPERMARCHE,CAREEM,1,0,Dépense,Matin
